Conceito Médio de Graduação;Conceito Médio de Mestrado;Conceito Médio do doutorado;DOC. EXERCÍCIO;Cotitular_Sistema_S;Cotitular_Unidades_Centros_Pesquisa;Cotitular_Orgao_Publico;Cotitular_Pessoa_Fisica;Cotitular_Empresa_Parc_Estrangeiro;Cotitular_Entidade_Privada;Cotitular_Empresa_Pública_SEM;Cotitular_Empresa_Privada;Cotitular_Agencia_Fomento;ÁREA DE CONHECIMENTO DE ORIGEM;Região;Houve TT?
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,8256;3,5548;2,4143;1217;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
2,8256;3,5548;2,4143;1217;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;985;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9355;3,6577;2,5202;999;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,8256;3,5548;2,4143;1217;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Engenharias;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;919;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,8256;3,5548;2,4143;1217;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8583;4,3668;4,6967;1704;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8256;3,5548;2,4143;1217;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
2,7831;3,5648;2,1262;1285;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Centro-Oeste;NÃO
2,9241;4,3685;4,6856;1453;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;1450;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;683;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;969;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;969;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;919;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;981;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9355;3,6577;2,5202;999;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,9355;3,6577;2,5202;999;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,9318;3,6086;2,4718;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,8256;3,5548;2,4143;1217;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,7831;3,5648;2,1262;1285;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7831;3,5648;2,1262;1285;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,7609;4,2586;4,5495;1602;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7898;4,2321;4,547;1645;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7237;4,2434;4,5578;1613;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
2,7919;3,5667;2,2397;2104;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7919;3,5667;2,2397;2104;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,7919;3,5667;2,2397;2104;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,7919;3,5667;2,2397;2104;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,7987;4,2789;4,6076;2150;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,7987;4,2789;4,6076;2150;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,7729;4,2806;4,6019;2240;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
2,7729;4,2806;4,6019;2240;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7729;4,2806;4,6019;2240;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7853;4,3303;4,6944;2286;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
2,7853;4,3303;4,6944;2286;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,7853;4,3303;4,6944;2286;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,7853;4,3303;4,6944;2286;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
2,8344;4,3188;4,6795;2130;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
2,8344;4,3188;4,6795;2130;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,8344;4,3188;4,6795;2130;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
2,8344;4,3188;4,6795;2130;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;2116;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
